Object ID;Bike Route Name;Street Name;Bikeway Type;Subtype;Status;Street Segment Type;Overall Direction;Bikeway Direction;Vehicle Direction;Speed Limit;Surface Type;AAA Network;AAA Segment;W/N Bound Type;E/S Bound Type;Snow Removal;Segment Length;Year of Construction;Construction Note;Upgrade Year;Notes;Geom
164041;Lakewood;Lakewood;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;24.28686096;1997;1997-  C.C file # 5553-1. 2010 paint marking;2010;;"{""coordinates"": [[-123.06182017424905, 49.27298320564634], [-123.061815412968, 49.27320164827822]], ""type"": ""LineString""}"
164044;Sunrise;Vivian St;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;56.8643224;1998;year const- unknown source;;;"{""coordinates"": [[-123.05026204681378, 49.225918245486575], [-123.05026205226002, 49.225918198708804], [-123.05029018301897, 49.22540709447772], [-123.05029017749888, 49.22540706839389]], ""type"": ""LineString""}"
164045;Sunrise;Vivian St;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;45.37747454;1998;year const- unknown source;;;"{""coordinates"": [[-123.05017592258406, 49.227548539222454], [-123.05019715921368, 49.227140620098105], [-123.05019716880231, 49.227140594907176]], ""type"": ""LineString""}"
164046;Sunrise;Vivian Drive;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;93.78216153;1998;year const- unknown source;;;"{""coordinates"": [[-123.0505543414167, 49.2202141107636], [-123.05055328737679, 49.219766380532064], [-123.05055442163828, 49.21937051605494]], ""type"": ""LineString""}"
164050;Main;Main;Shared Lanes;;Legacy;Arterial;NS;2W;2W;50;Paved;NO;NO;Shared Lanes;Shared Lanes;Yes;100.54878663;2008;not sufficient marking;;Removed in 2020 (does not meet minimum standard of bike facility);"{""coordinates"": [[-123.09952678359853, 49.28409352310131], [-123.09956713553701, 49.28318945532539]], ""type"": ""LineString""}"
164053;Pender;Pender;Shared Lanes;;Legacy;Arterial;EW;2W;2W;50;Paved;NO;NO;Shared Lanes;Shared Lanes;Yes;98.5605237;2003;few painting marks mostly gone & not shared;;Removed in 2020 (does not meet minimum standard of bike facility);"{""coordinates"": [[-123.11095867099768, 49.28213217459906], [-123.11095871643238, 49.28213220154094], [-123.11191386760333, 49.28276107411429]], ""type"": ""LineString""}"
164056;Pender;Pender;Shared Lanes;;Legacy;Arterial;EW;2W;2W;50;Paved;NO;NO;Shared Lanes;Shared Lanes;Yes;50.13608823;2003;few painting marks mostly gone & not shared;;Removed in 2020 (does not meet minimum standard of bike facility);"{""coordinates"": [[-123.11385603570463, 49.284017361646235], [-123.11434629856473, 49.284334417087244]], ""type"": ""LineString""}"
164060;Midtown;Moscrop;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;122.09490579;2003;;;;"{""coordinates"": [[-123.026385195079, 49.243125470345205], [-123.02503877794751, 49.24257324570873], [-123.02495011864045, 49.242572825023096]], ""type"": ""LineString""}"
164063;Midtown/Ridgeway;E 37th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;40.45983091;1998;;;;"{""coordinates"": [[-123.0863707286505, 49.23650064264472], [-123.0858150225921, 49.23649394243646]], ""type"": ""LineString""}"
164064;Midtown/Ridgeway;E 37th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;19.40733771;1998;;;;"{""coordinates"": [[-123.08830781015155, 49.23652430818296], [-123.08804131796965, 49.2365193339204]], ""type"": ""LineString""}"
164066;Midtown/Ridgeway;E 37th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;21.09690508;1998;;;;"{""coordinates"": [[-123.087217358291, 49.23651075228879], [-123.0869275956044, 49.23650731951689]], ""type"": ""LineString""}"
164069;Midtown/Ridgeway;W 37th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;28.16751251;1998;;;;"{""coordinates"": [[-123.1390733937686, 49.23804096978995], [-123.1394595625802, 49.238057076203994]], ""type"": ""LineString""}"
164073;45th Ave;W 45th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;21.08856032;2011;;;;"{""coordinates"": [[-123.15540770204572, 49.23085552021465], [-123.15542479676428, 49.230855788662595], [-123.15569728071537, 49.23086007318154]], ""type"": ""LineString""}"
164078;Kerr;Kerr;Painted Lanes;NB;Active;Sec Arterial;NS;2W;2W;50;Paved;NO;NO;Shared Lanes;Painted Lanes;Yes;39.87355289;2009;;;;"{""coordinates"": [[-123.04107468031205, 49.22421618746521], [-123.0410941376136, 49.22385774078438]], ""type"": ""LineString""}"
164080;Killarney;E 46th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;215.74618495;2013;no sign to turn south wb 45th av.;;;"{""coordinates"": [[-123.05166481427639, 49.228461818425636], [-123.05462795288477, 49.22847826490195]], ""type"": ""LineString""}"
164081;10th Ave;W 10th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;Yes;281.5772072;2004;year const- Peter Stary;;;"{""coordinates"": [[-123.07751905985212, 49.26143088967552], [-123.07364933897372, 49.26140055449807]], ""type"": ""LineString""}"
164085;Adanac;Union;Local Street;;Active;Residential;EW;2W;2W;30;Paved;YES;YES;Local Street;Local Street;Yes;50.84081034;1993;ugrade to AAA in 2019;2019;;"{""coordinates"": [[-123.08328015417759, 49.27737306055284], [-123.0832801143117, 49.27737306328018], [-123.0832644529027, 49.27737273364929], [-123.08311558494984, 49.27736958726929], [-123.08258153800149, 49.277358282737666]], ""type"": ""LineString""}"
164088;Adanac;Adanac;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;Yes;44.7708336;1993;;;;"{""coordinates"": [[-123.05787658635248, 49.2774764592738], [-123.05726114401003, 49.27747153699894], [-123.05726110275836, 49.27747153162229]], ""type"": ""LineString""}"
164089;Adanac;Adanac;Local Street;;Active;Residential;EW;CFlow;OW;30;Paved;NO;NO;Local Street;Local Street;Yes;88.1817279;1993;;;;"{""coordinates"": [[-123.05579552234234, 49.277465241356516], [-123.05464724826874, 49.277463541324316], [-123.05464720840315, 49.277463545840796], [-123.05458316246701, 49.27746348526118]], ""type"": ""LineString""}"
164090;Adanac;Adanac;Local Street;;Active;Residential;EW;CFlow;OW;30;Paved;YES;YES;Local Street;Local Street;Yes;92.38414545;1993;ugrade to AAA in 2019;2019;;"{""coordinates"": [[-123.06494958566373, 49.277529631472966], [-123.06367952919119, 49.27752000291868]], ""type"": ""LineString""}"
164092;Alexander;Alexander;Local Street;;Active;Residential;EW;2W;2W;30;Paved;YES;YES;Local Street;Local Street;Yes;141.40572721;2018;;;;"{""coordinates"": [[-123.10215125650757, 49.28376994230009], [-123.10034329186342, 49.28410816361944], [-123.1002793669865, 49.284107660512014]], ""type"": ""LineString""}"
164098;Mosaic;Woodland Drive;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;50.26037646;1999;;;;"{""coordinates"": [[-123.0736581971123, 49.26094814203046], [-123.07366704736405, 49.260496076746676]], ""type"": ""LineString""}"
164102;Cardero;Cardero;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;55.0192759;2006;;;;"{""coordinates"": [[-123.13228900409707, 49.28944220044009], [-123.13282078125029, 49.28909015015906]], ""type"": ""LineString""}"
164105;Burrard;Burrard;Painted Lanes;NB;Active;Arterial;NS;OW;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;110.6658858;2006;;;;"{""coordinates"": [[-123.1233338639143, 49.282948462298094], [-123.12440384075106, 49.282240672191605]], ""type"": ""LineString""}"
164106;Seaside;Aquatic Centre Parking;Painted Lanes;NB;Active;Lane;EW;BD;Off Street;;Paved;YES;YES;Painted Lanes;Painted Lanes;No;126.08298545;1990;;;;"{""coordinates"": [[-123.13623206653767, 49.27730955847037], [-123.13620816108167, 49.27717836667635], [-123.13626540378267, 49.276921809539864], [-123.13626534990173, 49.2769217142544], [-123.13620434444512, 49.276814860396954], [-123.13611906808018, 49.27672349872545], [-123.13606724303396, 49.27666967679597], [-123.13577367837112, 49.2763648001229], [-123.13568435803154, 49.27628666310287]], ""type"": ""LineString""}"
164107;Pender;Pender;Painted Lanes;NB;Active;Arterial;EW;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;136.09509774;2001;;;;"{""coordinates"": [[-123.10576990713355, 49.28075018203439], [-123.10576994567403, 49.28075020178847], [-123.10757269898255, 49.28107822257788]], ""type"": ""LineString""}"
164108;Expo;Expo Blvd;Painted Lanes;NB;Active;Arterial;NS;OW;OW;50;Paved;NO;NO;;Painted Lanes;Yes;64.66183579;2009;;;;"{""coordinates"": [[-123.10330851193885, 49.2774427622088], [-123.1034100866956, 49.277488659228915], [-123.1034529236896, 49.27750681814178], [-123.10358417579211, 49.27755842106487], [-123.10380741838242, 49.27763243638854], [-123.10383445303673, 49.27764139918621], [-123.10383451219492, 49.277641418022945], [-123.10390468002824, 49.277661471777016], [-123.10399944583915, 49.27768630318195], [-123.10404730143877, 49.27769792685338], [-123.10407983388994, 49.277705429222145], [-123.10409544468163, 49.277709028525216]], ""type"": ""LineString""}"
164110;Adanac;Adanac;Local Street;;Active;Residential;EW;2W;2W;30;Paved;YES;YES;Local Street;Local Street;Yes;172.0124297;1993;ugrade to AAA in 2019;2019;;"{""coordinates"": [[-123.07657004611124, 49.27763995647847], [-123.07420563960447, 49.27760918029354], [-123.07420559973242, 49.27760917941963]], ""type"": ""LineString""}"
164111;Adanac;Adanac;Local Street;;Active;Residential;EW;2W;2W;30;Paved;YES;YES;Local Street;Local Street;Yes;124.11413085;1993;ugrade to AAA in 2019;2019;;"{""coordinates"": [[-123.0700646818242, 49.27756749921443], [-123.06835881542308, 49.27754006203408]], ""type"": ""LineString""}"
164112;Adanac;Adanac;Local Street;;Active;Residential;EW;2W;2W;30;Paved;YES;YES;Local Street;Local Street;Yes;68.36880233;1993;ugrade to AAA in 2019;2019;;"{""coordinates"": [[-123.06835881542308, 49.27754006203408], [-123.06741903964156, 49.27752764582687]], ""type"": ""LineString""}"
164115;Pender;Pender;Shared Lanes;;Legacy;Arterial;EW;2W;2W;50;Paved;NO;NO;Shared Lanes;Shared Lanes;Yes;58.43652574;2003;few painting marks mostly gone & not shared;;Removed in 2020 (does not meet minimum standard of bike facility);"{""coordinates"": [[-123.11680908979085, 49.2859282641295], [-123.11738018958232, 49.28629804360503]], ""type"": ""LineString""}"
164117;Pender;Pender;Shared Lanes;;Legacy;Arterial;EW;2W;2W;50;Paved;NO;NO;Shared Lanes;Shared Lanes;Yes;45.89279559;2003;few painting marks mostly gone & not shared;;Removed in 2020 (does not meet minimum standard of bike facility);"{""coordinates"": [[-123.11738018958232, 49.28629804360503], [-123.11782870533737, 49.28658844598085]], ""type"": ""LineString""}"
164121;Cassiar;Cassiar;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;24.64103812;1993;S.-of Hastings-apprx 2008.;;;"{""coordinates"": [[-123.0308702637822, 49.28544397281544], [-123.03087068095758, 49.285222358703166], [-123.03087067818502, 49.28522232272322]], ""type"": ""LineString""}"
164128;Homer;Homer;Painted Lanes;NB;Active;Arterial;NS;OW;2W;50;Paved;NO;NO;Painted Lanes;;Yes;149.156178;2005;;;;"{""coordinates"": [[-123.12486047259188, 49.27419629126371], [-123.12533377288936, 49.27388286045315], [-123.12533382092566, 49.27388282891787], [-123.12533642035837, 49.27388111611242], [-123.12536097855879, 49.273864183009906], [-123.12536101423825, 49.27386415778461], [-123.12538519214004, 49.27384688866929], [-123.12540895019494, 49.27382940951711], [-123.12543220704454, 49.27381162236899], [-123.12543225780966, 49.273811582735064], [-123.12545499718082, 49.27379357576186], [-123.12547729314556, 49.273775284118095], [-123.12549910727284, 49.273756732132775], [-123.12550945652359, 49.273747589873274], [-123.12552039695737, 49.27373792434997], [-123.12554118709993, 49.273718921910366], [-123.12554122276096, 49.27371888948897], [-123.12556154626198, 49.2736996554767], [-123.12558133420215, 49.27368011800531], [-123.12560054975616, 49.27366039225371], [-123.12561927946209, 49.27364045024297], [-123.12561931373692, 49.2736404133254], [-123.12563752184282, 49.27362025149649], [-123.12565515345334, 49.27359990678963], [-123.12567221406793, 49.27357937919916], [-123.12568871586319, 49.273558591353414], [-123.12570476371943, 49.273537700554364], [-123.12572021159973, 49.27351658282744], [-123.12572023077975, 49.27351655672053], [-123.12573503909186, 49.27349532005141], [-123.12573506100989, 49.27349528944393], [-123.12574937515605, 49.27347380774187], [-123.12575467426129, 49.273465497613955], [-123.12576314872054, 49.27345220878933], [-123.12577624273032, 49.273430443264274], [-123.12578877142148, 49.27340856321464], [-123.12579216363572, 49.27340236813129], [-123.12580084464032, 49.27338651634879], [-123.12580690708184, 49.27337457043038], [-123.12581212279727, 49.27336429044356], [-123.12582296356977, 49.27334198225757], [-123.12582799317035, 49.27333095767073], [-123.125833207435, 49.273319570376344], [-123.12584277725334, 49.2732969937167], [-123.12585177638191, 49.273274351113336], [-123.1258517914055, 49.27327431241768], [-123.12586013333338, 49.27325164174478], [-123.12586014835009, 49.273251600350555], [-123.12586789053047, 49.273228789105744], [-123.1258750962016, 49.273205837220296], [-123.12587641523976, 49.27320123924027], [-123.1258817174365, 49.273182818507074], [-123.1258841863014, 49.273173036244714], [-123.1258875534392, 49.27315969900325], [-123.12589293716401, 49.273136584489365], [-123.12589764291204, 49.273113378962954], [-123.12590177262426, 49.27309016506867], [-123.12590310887813, 49.27308099031581], [-123.12590310742787, 49.27308096063322]], ""type"": ""LineString""}"
164130;45th Ave;W 45th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;46.17964963;2011;;;;"{""coordinates"": [[-123.17032633318829, 49.230993796766555], [-123.17096060536248, 49.23099786300181]], ""type"": ""LineString""}"
164132;45th Ave;E 47th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;48.51194709;2013;;;;"{""coordinates"": [[-123.06701413018827, 49.227626820561916], [-123.06768027802754, 49.22763595278291]], ""type"": ""LineString""}"
164135;45th Ave;E 47th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;48.90723249;2013;;;;"{""coordinates"": [[-123.06566967704796, 49.227608324827145], [-123.06634125110241, 49.22761757682423]], ""type"": ""LineString""}"
164140;Expo;Expo Blvd;Painted Lanes;NB;Active;Arterial;NS;OW;OW;50;Paved;NO;NO;Painted Lanes;;Yes;136.36479394;2003;;;;"{""coordinates"": [[-123.1147510479461, 49.275790357325874], [-123.11589442892341, 49.27492502867263], [-123.11589446185896, 49.27492500345313], [-123.11589610036694, 49.274923733488066], [-123.1159760208021, 49.27486180867772]], ""type"": ""LineString""}"
164148;Waterfront Rd;Main;Shared Lanes;;Active;Residential;EW;2W;2W;50;Paved;NO;NO;Shared Lanes;Shared Lanes;No;1450.79335283;2015;Year unsure, not on 2014 map, on 2016 map;;;"{""coordinates"": [[-123.09952678359853, 49.28409352310131], [-123.09945939145483, 49.284186890055935], [-123.09940019447836, 49.28427050323213], [-123.09934864945971, 49.28434503937713], [-123.09930421317446, 49.28441117523571], [-123.0992663423853, 49.2844695875502], [-123.09923449384374, 49.28452095306116], [-123.09920812429175, 49.28456594850725], [-123.09918669046347, 49.28460525062598], [-123.09916964908638, 49.2846395361537], [-123.09915645688258, 49.28466948182579], [-123.09914657056999, 49.28469576437703], [-123.0991394468631, 49.284719060541526], [-123.09913454247383, 49.28474004705325], [-123.09913131411227, 49.28475940064569], [-123.0991292184869, 49.28477779805229], [-123.09912771230518, 49.28479591600634], [-123.09912750829773, 49.28479876691463], [-123.09912733133885, 49.28480163561326], [-123.09912718222323, 49.28480452181354], [-123.09912706174572, 49.28480742522676], [-123.09912697070106, 49.284810345564146], [-123.09912690988405, 49.28481328253709], [-123.09912688008949, 49.28481623585676], [-123.09912688211215, 49.284819205234506], [-123.09912691674677, 49.284822190381604], [-123.09912698478823, 49.284825191009325], [-123.09912708703125, 49.28482820682897], [-123.09912722427059, 49.28483123755179], [-123.09912739730113, 49.2848342828891], [-123.09912760691762, 49.284837342552166], [-123.09912785391477, 49.28484041625233], [-123.0991281390875, 49.284843503700806], [-123.09912842793742, 49.284846284848], [-123.09912874872134, 49.28484907661866], [-123.09912910201302, 49.28485187880444], [-123.0991294883863, 49.28485469119691], [-123.09912990841482, 49.28485751358765], [-123.09913036267244, 49.28486034576822], [-123.0991308517329, 49.28486318753028], [-123.0991313761699, 49.284866038665385], [-123.0991319365573, 49.28486889896505], [-123.09913253346879, 49.284871768220974], [-123.09913316747817, 49.284874646224694], [-123.09913383915915, 49.28487753276778], [-123.09913454908555, 49.284880427641816], [-123.09913529783115, 49.28488333063842], [-123.09913608596962, 49.28488624154919], [-123.09913691407476, 49.28488916016567], [-123.09914170073586, 49.28490393712983], [-123.09914758410882, 49.28491887700892], [-123.09915463701972, 49.284933953350894], [-123.09916293229479, 49.28494913970383], [-123.09917254276039, 49.28496440961557], [-123.09918354124281, 49.28497973663394], [-123.09919600056848, 49.2849950943068], [-123.09920999356405, 49.2850104561817], [-123.09922559305599, 49.28502579580632], [-123.09924287187098, 49.28504108672816], [-123.09926190283572, 49.28505630249455], [-123.09928275877695, 49.28507141665269], [-123.09930551252135, 49.28508640274977], [-123.09933023689575, 49.28510123433277], [-123.09935700472684, 49.28511588494838], [-123.09938588884144, 49.285130328143346], [-123.09942722932627, 49.28514983524092], [-123.09946640758177, 49.285167638156224], [-123.0995038887542, 49.28518374172897], [-123.09954013799074, 49.2851981507983], [-123.09957562043948, 49.28521087020266], [-123.09961080124914, 49.285221904779945], [-123.0996461455689, 49.28523125936745], [-123.0996821185484, 49.28523893880181], [-123.09971918533749, 49.28524494791921], [-123.09975781108601, 49.28524929155512], [-123.09979846094373, 49.28525197454441], [-123.09984160006009, 49.28525300172111], [-123.09988769358428, 49.285252377918525], [-123.09993720666479, 49.2852501079689], [-123.09999060444935, 49.28524619670346], [-123.1000483520849, 49.28524064895221], [-123.1001051453494, 49.285233013758756], [-123.10015800992001, 49.28522280962182], [-123.10020704748986, 49.2852104040028], [-123.10025235975448, 49.28519616436256], [-123.10029404841147, 49.2851804581615], [-123.10033221516039, 49.285163652859396], [-123.10036696170212, 49.28514611591575], [-123.10039838973896, 49.28512821478937], [-123.10042660097403, 49.285110316938905], [-123.10045169711141, 49.28509278982255], [-123.10047377985546, 49.28507600089818], [-123.10049295091098, 49.28506031762332], [-123.10050931198278, 49.28504610745516], [-123.10052296477562, 49.285033737850696], [-123.10053401099398, 49.285023576266674], [-123.10054255234188, 49.28501599015967], [-123.10055062329474, 49.28500933863108], [-123.10056004310503, 49.285001721938684], [-123.10057059068538, 49.28499311885137], [-123.1005820449484, 49.284983508138005], [-123.10059418480665, 49.28497286856765], [-123.10060678917287, 49.28496117890931], [-123.10061963695992, 49.28494841793218], [-123.10063250708075, 49.28493456440545], [-123.10064517844859, 49.28491959709851], [-123.10065742997692, 49.284903494780764], [-123.10066904057948, 49.2848862362218], [-123.10067978917048, 49.28486780019114], [-123.10068945466446, 49.28484816545852], [-123.10069781597647, 49.28482731079367], [-123.10070465202217, 49.28480521496624], [-123.10070974171765, 49.284781856746086], [-123.10071246799592, 49.284765383859046], [-123.10071504565407, 49.28474849103166], [-123.10071747748104, 49.28473128038965], [-123.10071976626567, 49.28471385405899], [-123.1007219147968, 49.28469631416555], [-123.10072392586336, 49.28467876283506], [-123.1007258022543, 49.2846613021935], [-123.10072754675846, 49.284644034366714], [-123.10072916216491, 49.28462706148058], [-123.10073065126247, 49.28461048566091], [-123.10073201684017, 49.28459440903361], [-123.10073326168687, 49.28457893372456], [-123.1007343885916, 49.284564161859564], [-123.10073540034321, 49.28455019556449], [-123.10073629973073, 49.28453713696529], [-123.10073708954299, 49.284525088187756], [-123.10073743002327, 49.284519708578344], [-123.10073774632615, 49.28451459489008], [-123.10073803875655, 49.284509758320425], [-123.10073830761935, 49.28450521006663], [-123.10073855321957, 49.28450096132621], [-123.10073877586193, 49.28449702329653], [-123.10073897585154, 49.284493407175], [-123.10073915349324, 49.28449012415901], [-123.10073930909189, 49.284487185445926], [-123.10073944295243, 49.284484602233185], [-123.10073955537983, 49.28448238571815], [-123.1007396466789, 49.284480547098205], [-123.10073971715462, 49.28447909757083], [-123.1007397671119, 49.28447804833329], [-123.1007397968556, 49.28447741058312], [-123.10073980669061, 49.2844771955176], [-123.10084623243031, 49.284454382678284], [-123.10086809999918, 49.284449803039074], [-123.10091257968315, 49.28444164156232], [-123.10095009237178, 49.284436346620254], [-123.10099361295701, 49.284429877042705], [-123.10102872120072, 49.28442483604142], [-123.1010664327082, 49.28442196958445], [-123.10110563155133, 49.28442022621051], [-123.10114890087716, 49.28441933380169], [-123.10304112237066, 49.28444541117865], [-123.10309488161663, 49.28444967191612], [-123.1031789142438, 49.284458106346996], [-123.10325937494909, 49.284468711745525], [-123.1033379189258, 49.28448262902585], [-123.10343636901545, 49.284500945065815], [-123.10350867099167, 49.284515803315294], [-123.10357906255172, 49.284530411367115], [-123.10365851897623, 49.28454658540001], [-123.10372128140796, 49.28456293627707], [-123.10381027329755, 49.28458866351503], [-123.10421129177428, 49.28470428541617], [-123.1110841206963, 49.286685518912485], [-123.11112438415957, 49.28669794750553], [-123.11116136090821, 49.2867102713043], [-123.11119596920317, 49.28672113115764], [-123.11122660377099, 49.28673274052515], [-123.11125778764612, 49.28674340576229], [-123.11129333753392, 49.28675714313422], [-123.11132892954303, 49.28677003580814], [-123.11134651923967, 49.28677707107368], [-123.11221003114001, 49.287122566910085], [-123.11244523014659, 49.28721352411175], [-123.1126728030134, 49.287297586276324], [-123.1130743958076, 49.287441819232114], [-123.11343880983642, 49.2875726997832], [-123.11408200793437, 49.28777342702613], [-123.11546862241892, 49.28815011400056], [-123.11547049517506, 49.288150621255674]], ""type"": ""LineString""}"
